Frame_ID,Keypoint_Index,Keypoint_Name,GT_X,GT_Y,GT_Visibility,Pred_X,Pred_Y,Error_Distance,PCK_Threshold,Is_Correct_PCK,Frame_PCK_Score,Frame_OKS_Score
68,0,R_Shoulder,797.47,360.81,2,853.21,258.94,116.12,114.23,0,0,0.5498
68,1,L_Shoulder,798.3,502.43,2,847.66,259.24,248.15,114.23,0,0,0.5498
68,2,R_Elbow,837,596.11,2,881.42,268.53,330.58,114.23,0,0,0.5498
68,3,L_Elbow,921.59,389.58,2,835.54,267.96,148.99,114.23,0,0,0.5498
68,4,R_Wrist,949.68,527.78,2,875.08,288.39,250.74,114.23,0,0,0.5498
68,5,L_Wrist,952.12,593.02,2,857.87,287.78,319.46,114.23,0,0,0.5498
68,6,R_Hip,905.85,609.09,2,918.31,374.01,235.41,114.23,0,0,0.5498
68,7,L_Hip,922.84,730.83,2,792.79,360.42,392.58,114.23,0,0,0.5498
68,8,R_Knee,921.13,910.51,2,944.86,478.2,432.96,114.23,0,0,0.5498
68,9,L_Knee,836.28,607.62,2,802.4,479.47,132.55,114.23,0,0,0.5498
68,10,R_Ankle,841.43,732.96,2,951.21,574.74,192.57,114.23,0,0,0.5498
68,11,L_Ankle,852.45,910.65,2,837.99,572.71,338.25,114.23,0,0,0.5498
69,0,R_Shoulder,796.16,360.42,2,851.83,259.36,115.38,114.54,0,0,0.5565
69,1,L_Shoulder,798.96,502.37,2,846.25,259.74,247.2,114.54,0,0,0.5565
69,2,R_Elbow,837.92,593.48,2,881.5,268.4,327.99,114.54,0,0,0.5565
69,3,L_Elbow,922.81,388.92,2,834,268.52,149.61,114.54,0,0,0.5565
69,4,R_Wrist,950.07,525.94,2,874.4,288.9,248.83,114.54,0,0,0.5565
69,5,L_Wrist,953.82,590.4,2,857.19,288.59,316.9,114.54,0,0,0.5565
69,6,R_Hip,907.43,607.91,2,918.91,374.44,233.76,114.54,0,0,0.5565
69,7,L_Hip,923.04,731.09,2,792.27,360.32,393.16,114.54,0,0,0.5565
69,8,R_Knee,921.65,910.97,2,945.62,478.24,433.39,114.54,0,0,0.5565
69,9,L_Knee,837.33,609.62,2,801.98,479.55,134.79,114.54,0,0,0.5565
69,10,R_Ankle,841.58,731.78,2,953.92,574.36,193.39,114.54,0,0,0.5565
69,11,L_Ankle,852.59,910.56,2,838.59,572.09,338.76,114.54,0,0,0.5565
70,0,R_Shoulder,794.85,360.02,2,852.11,259.21,115.93,114.87,0,0,0.5625
70,1,L_Shoulder,799.61,502.3,2,846.17,259.77,246.96,114.87,0,0,0.5625
70,2,R_Elbow,838.84,590.86,2,881.23,267.97,325.67,114.87,0,0,0.5625
70,3,L_Elbow,924.04,388.26,2,833.48,268.69,150,114.87,0,0,0.5625
70,4,R_Wrist,950.47,524.1,2,874.94,287.85,248.03,114.87,0,0,0.5625
70,5,L_Wrist,955.53,587.77,2,857.88,287.91,315.36,114.87,0,0,0.5625
70,6,R_Hip,909,606.73,2,918.96,374.24,232.7,114.87,0,0,0.5625
70,7,L_Hip,923.23,731.35,2,791.72,360.55,393.43,114.87,0,0,0.5625
70,8,R_Knee,922.18,911.43,2,945.82,477.14,434.93,114.87,0,0,0.5625
70,9,L_Knee,838.38,611.62,2,800.02,480.27,136.84,114.87,0,0,0.5625
70,10,R_Ankle,841.72,730.6,2,954.56,572.66,194.11,114.87,0,0,0.5625
70,11,L_Ankle,852.72,910.47,2,838.38,572.22,338.56,114.87,0,0,0.5625
71,0,R_Shoulder,793.53,359.63,2,852.73,259.93,115.95,115.2,0,0,0.5691
71,1,L_Shoulder,800.27,502.24,2,846.48,260.59,246.03,115.2,0,0,0.5691
71,2,R_Elbow,839.75,588.24,2,880.88,268.87,322.01,115.2,0,0,0.5691
71,3,L_Elbow,925.26,387.6,2,833.63,269.6,149.4,115.2,0,0,0.5691
71,4,R_Wrist,950.86,522.27,2,875.62,288.44,245.63,115.2,0,0,0.5691
71,5,L_Wrist,957.23,585.15,2,858.58,288.73,312.41,115.2,0,0,0.5691
71,6,R_Hip,910.57,605.55,2,918.41,374.44,231.25,115.2,0,0,0.5691
71,7,L_Hip,923.43,731.61,2,791.54,360.27,394.06,115.2,0,0,0.5691
71,8,R_Knee,922.7,911.89,2,945.9,478.22,434.29,115.2,0,0,0.5691
71,9,L_Knee,839.43,613.61,2,798.35,480,139.79,115.2,0,0,0.5691
71,10,R_Ankle,841.87,734.53,2,956.22,573.14,197.8,115.2,0,0,0.5691
71,11,L_Ankle,852.85,910.38,2,838.21,571.8,338.9,115.2,0,0,0.5691
72,0,R_Shoulder,794.85,359.5,2,853.44,260.49,115.05,115.29,1,0.0833,0.5721
72,1,L_Shoulder,800.93,502.17,2,847.16,261.16,245.4,115.29,0,0.0833,0.5721
72,2,R_Elbow,841.07,588.1,2,881.11,269.43,321.18,115.29,0,0.0833,0.5721
72,3,L_Elbow,926.48,386.94,2,834.4,270.22,148.67,115.29,0,0.0833,0.5721
72,4,R_Wrist,953.09,520.95,2,876.25,289.03,244.32,115.29,0,0.0833,0.5721
72,5,L_Wrist,959.6,584.36,2,859.01,289.37,311.67,115.29,0,0.0833,0.5721
72,6,R_Hip,911.89,605.42,2,918.32,373.96,231.54,115.29,0,0.0833,0.5721
72,7,L_Hip,923.63,731.88,2,791.97,359.61,394.87,115.29,0,0.0833,0.5721
72,8,R_Knee,922.44,911.89,2,947.03,477.87,434.71,115.29,0,0.0833,0.5721
72,9,L_Knee,840.75,610.42,2,797.27,480.47,137.03,115.29,0,0.0833,0.5721
72,10,R_Ankle,843.45,734.4,2,958.46,572.56,198.54,115.29,0,0.0833,0.5721
72,11,L_Ankle,852.98,910.3,2,838.09,572.18,338.45,115.29,0,0.0833,0.5721
73,0,R_Shoulder,796.16,359.37,2,853.82,260.51,114.45,115.37,1,0.0833,0.5746
73,1,L_Shoulder,801.58,502.11,2,847.24,261.19,245.21,115.37,0,0.0833,0.5746
73,2,R_Elbow,842.38,587.97,2,881.67,269.6,320.78,115.37,0,0.0833,0.5746
73,3,L_Elbow,927.7,386.28,2,835,270.49,148.33,115.37,0,0.0833,0.5746
73,4,R_Wrist,955.32,519.64,2,877.85,289.15,243.16,115.37,0,0.0833,0.5746
73,5,L_Wrist,961.96,583.57,2,861.12,289.65,310.74,115.37,0,0.0833,0.5746
73,6,R_Hip,913.2,605.29,2,918.52,374.23,231.12,115.37,0,0.0833,0.5746
73,7,L_Hip,923.82,732.14,2,792.11,358.72,395.97,115.37,0,0.0833,0.5746
73,8,R_Knee,922.18,911.89,2,949.16,478.06,434.67,115.37,0,0.0833,0.5746
73,9,L_Knee,842.06,607.23,2,796.84,480.09,134.94,115.37,0,0.0833,0.5746
73,10,R_Ankle,845.02,734.27,2,962.01,571.54,200.43,115.37,0,0.0833,0.5746
73,11,L_Ankle,853.11,910.21,2,838.14,572.36,338.18,115.37,0,0.0833,0.5746
74,0,R_Shoulder,797.47,359.24,2,854.03,260.46,113.82,115.46,1,0.0833,0.5774
74,1,L_Shoulder,802.24,502.04,2,847.53,261.11,245.15,115.46,0,0.0833,0.5774
74,2,R_Elbow,843.69,587.84,2,882.92,269.75,320.5,115.46,0,0.0833,0.5774
74,3,L_Elbow,929.69,386.01,2,835.23,270.63,149.12,115.46,0,0.0833,0.5774
74,4,R_Wrist,957.55,518.33,2,878.66,289.31,242.23,115.46,0,0.0833,0.5774
74,5,L_Wrist,964.32,582.79,2,861.68,289.79,310.46,115.46,0,0.0833,0.5774
74,6,R_Hip,914.51,605.16,2,920.17,374.63,230.6,115.46,0,0.0833,0.5774
74,7,L_Hip,924.02,732.4,2,793.01,359.1,395.62,115.46,0,0.0833,0.5774
74,8,R_Knee,921.91,911.89,2,951.05,478.76,434.11,115.46,0,0.0833,0.5774
74,9,L_Knee,843.37,604.03,2,796.86,480.76,131.75,115.46,0,0.0833,0.5774
74,10,R_Ankle,846.6,734.14,2,963.88,571.48,200.54,115.46,0,0.0833,0.5774
74,11,L_Ankle,853.24,910.12,2,838.7,572.83,337.61,115.46,0,0.0833,0.5774
75,0,R_Shoulder,798.78,359.11,2,856.09,260.48,114.07,115.54,1,0.0833,0.58
75,1,L_Shoulder,802.89,501.98,2,849.4,261.18,245.25,115.54,0,0.0833,0.58
75,2,R_Elbow,845,587.71,2,884.24,269.82,320.3,115.54,0,0.0833,0.58
75,3,L_Elbow,931.69,385.74,2,836.18,270.81,149.43,115.54,0,0.0833,0.58
75,4,R_Wrist,959.78,517.02,2,881.81,289.5,240.51,115.54,0,0.0833,0.58
75,5,L_Wrist,966.68,582,2,865.55,289.99,309.03,115.54,0,0.0833,0.58
75,6,R_Hip,915.82,605.03,2,921.66,374.99,230.11,115.54,0,0.0833,0.58
75,7,L_Hip,924.22,732.66,2,795.19,359.61,394.73,115.54,0,0.0833,0.58
75,8,R_Knee,921.65,911.89,2,952.46,479.28,433.71,115.54,0,0.0833,0.58
75,9,L_Knee,844.68,605.21,2,798.3,480.91,132.67,115.54,0,0.0833,0.58
75,10,R_Ankle,848.17,734.01,2,965.58,571.74,200.29,115.54,0,0.0833,0.58
75,11,L_Ankle,853.37,910.03,2,840.09,573.28,337.01,115.54,0,0.0833,0.58
76,0,R_Shoulder,800.09,358.97,2,860.54,260.43,115.6,115.63,1,0.0833,0.5828
76,1,L_Shoulder,803.55,501.91,2,853.25,261.14,245.85,115.63,0,0.0833,0.5828
76,2,R_Elbow,846.32,587.58,2,886.25,269.87,320.21,115.63,0,0.0833,0.5828
76,3,L_Elbow,933.68,385.48,2,838.92,270.82,148.74,115.63,0,0.0833,0.5828
76,4,R_Wrist,962.01,515.71,2,885.97,289.66,238.5,115.63,0,0.0833,0.5828
76,5,L_Wrist,969.04,581.21,2,870.38,290.15,307.33,115.63,0,0.0833,0.5828
76,6,R_Hip,917.14,604.9,2,923.75,375.2,229.79,115.63,0,0.0833,0.5828
76,7,L_Hip,924.41,732.93,2,798.28,359.96,393.72,115.63,0,0.0833,0.5828
76,8,R_Knee,921.39,911.89,2,953.91,479.64,433.47,115.63,0,0.0833,0.5828
76,9,L_Knee,845.99,606.4,2,803.16,481.26,132.27,115.63,0,0.0833,0.5828
76,10,R_Ankle,849.75,733.88,2,967.06,571.51,200.31,115.63,0,0.0833,0.5828
76,11,L_Ankle,853.5,909.95,2,843.07,573.61,336.5,115.63,0,0.0833,0.5828
77,0,R_Shoulder,801.41,358.84,2,863.63,260.17,116.65,115.72,0,0,0.5849
77,1,L_Shoulder,804.21,501.84,2,856.22,260.91,246.48,115.72,0,0,0.5849
77,2,R_Elbow,847.63,587.45,2,889,269.78,320.35,115.72,0,0,0.5849
77,3,L_Elbow,935.67,385.21,2,841.63,270.65,148.22,115.72,0,0,0.5849
77,4,R_Wrist,964.24,514.39,2,888.62,289.55,237.21,115.72,0,0,0.5849
77,5,L_Wrist,971.41,580.42,2,873.11,290.05,306.56,115.72,0,0,0.5849
77,6,R_Hip,918.45,604.76,2,926.24,375.41,229.48,115.72,0,0,0.5849
77,7,L_Hip,924.61,733.19,2,800.82,360.18,393.01,115.72,0,0,0.5849
77,8,R_Knee,921.13,911.89,2,955.06,479.89,433.33,115.72,0,0,0.5849
77,9,L_Knee,847.31,607.58,2,807.01,481.59,132.28,115.72,0,0,0.5849
77,10,R_Ankle,851.06,733.75,2,968.57,571.24,200.55,115.72,0,0,0.5849
77,11,L_Ankle,853.64,909.86,2,845.04,573.67,336.3,115.72,0,0,0.5849
78,0,R_Shoulder,802.72,358.71,2,865.58,260.08,116.96,115.8,0,0,0.5868
78,1,L_Shoulder,804.86,501.78,2,858.25,260.85,246.77,115.8,0,0,0.5868
78,2,R_Elbow,848.94,587.32,2,891.45,269.63,320.52,115.8,0,0,0.5868
78,3,L_Elbow,937.66,384.95,2,844.06,270.57,147.79,115.8,0,0,0.5868
78,4,R_Wrist,966.48,513.08,2,890.45,289.49,236.16,115.8,0,0,0.5868
78,5,L_Wrist,973.77,579.64,2,874.62,290.03,306.12,115.8,0,0,0.5868
78,6,R_Hip,919.76,604.63,2,929.09,375.56,229.26,115.8,0,0,0.5868
78,7,L_Hip,924.81,733.45,2,802.41,360.35,392.66,115.8,0,0,0.5868
78,8,R_Knee,920.86,911.89,2,955.39,480.14,433.13,115.8,0,0,0.5868
78,9,L_Knee,848.62,608.76,2,810.71,481.8,132.5,115.8,0,0,0.5868
78,10,R_Ankle,852.37,733.62,2,970,569.96,201.55,115.8,0,0,0.5868
78,11,L_Ankle,853.77,909.77,2,847.02,573.22,336.62,115.8,0,0,0.5868
79,0,R_Shoulder,804.03,358.58,2,867.15,259.93,117.12,115.89,0,0,0.5882
79,1,L_Shoulder,805.52,501.71,2,859.89,260.71,247.06,115.89,0,0,0.5882
79,2,R_Elbow,850.25,587.19,2,893.9,269.57,320.61,115.89,0,0,0.5882
79,3,L_Elbow,939.66,384.68,2,846.1,270.4,147.69,115.89,0,0,0.5882
79,4,R_Wrist,968.71,511.77,2,892.14,289.32,235.26,115.89,0,0,0.5882
79,5,L_Wrist,976.13,578.85,2,875.82,289.86,305.91,115.89,0,0,0.5882
79,6,R_Hip,921.07,604.5,2,931.64,375.67,229.07,115.89,0,0,0.5882
79,7,L_Hip,925,733.71,2,803.55,360.48,392.5,115.89,0,0,0.5882
79,8,R_Knee,920.6,911.89,2,958.06,480.26,433.26,115.89,0,0,0.5882
79,9,L_Knee,849.93,609.94,2,812.77,481.91,133.31,115.89,0,0,0.5882
79,10,R_Ankle,853.68,733.48,2,972.72,568.18,203.71,115.89,0,0,0.5882
79,11,L_Ankle,853.9,909.68,2,849.59,572.73,336.98,115.89,0,0,0.5882
80,0,R_Shoulder,805.34,358.45,2,868.23,259.78,117.01,115.98,0,0,0.5894
80,1,L_Shoulder,806.17,501.65,2,861.02,260.57,247.25,115.98,0,0,0.5894
80,2,R_Elbow,851.56,587.06,2,895.43,269.47,320.61,115.98,0,0,0.5894
80,3,L_Elbow,941.65,384.41,2,847.46,270.26,147.99,115.98,0,0,0.5894
80,4,R_Wrist,970.94,510.46,2,893.24,289.22,234.49,115.98,0,0,0.5894
80,5,L_Wrist,978.49,578.06,2,876.86,289.76,305.69,115.98,0,0,0.5894
80,6,R_Hip,922.38,604.37,2,933.17,375.77,228.86,115.98,0,0,0.5894
80,7,L_Hip,925.2,733.98,2,804.73,360.53,392.4,115.98,0,0,0.5894
80,8,R_Knee,920.34,911.89,2,960.79,480.25,433.53,115.98,0,0,0.5894
80,9,L_Knee,851.24,611.12,2,813.34,482.06,134.51,115.98,0,0,0.5894
80,10,R_Ankle,855,733.35,2,976.27,566.54,206.23,115.98,0,0,0.5894
80,11,L_Ankle,854.03,909.6,2,850.7,572.24,337.38,115.98,0,0,0.5894
81,0,R_Shoulder,806.66,358.32,2,868.92,259.77,116.57,116.07,0,0,0.5905
81,1,L_Shoulder,806.83,501.58,2,861.79,260.55,247.21,116.07,0,0,0.5905
81,2,R_Elbow,852.88,586.92,2,896.15,269.5,320.35,116.07,0,0,0.5905
81,3,L_Elbow,943.64,384.15,2,848.55,270.25,148.38,116.07,0,0,0.5905
81,4,R_Wrist,973.17,509.14,2,893.61,289.21,233.88,116.07,0,0,0.5905
81,5,L_Wrist,980.85,577.27,2,877.45,289.74,305.55,116.07,0,0,0.5905
81,6,R_Hip,923.7,604.24,2,934.66,375.72,228.78,116.07,0,0,0.5905
81,7,L_Hip,925.4,734.24,2,805.7,360.57,392.38,116.07,0,0,0.5905
81,8,R_Knee,920.08,911.89,2,963.76,479.27,434.82,116.07,0,0,0.5905
81,9,L_Knee,852.55,612.3,2,813.21,482.08,136.03,116.07,0,0,0.5905
81,10,R_Ankle,856.31,733.22,2,980.06,565.43,208.49,116.07,0,0,0.5905
81,11,L_Ankle,854.16,909.51,2,850.7,571.78,337.75,116.07,0,0,0.5905
82,0,R_Shoulder,806.57,358.35,2,869.22,259.8,116.78,115.93,0,0,0.5886
82,1,L_Shoulder,806.73,501.28,2,862.1,260.58,246.99,115.93,0,0,0.5886
82,2,R_Elbow,852.42,586.92,2,896.63,269.53,320.45,115.93,0,0,0.5886
82,3,L_Elbow,943.38,384.15,2,848.87,270.27,147.99,115.93,0,0,0.5886
82,4,R_Wrist,972.64,509.54,2,893.9,289.24,233.95,115.93,0,0,0.5886
82,5,L_Wrist,980.2,578,2,877.88,289.75,305.87,115.93,0,0,0.5886
82,6,R_Hip,923.45,604.2,2,935.23,375.68,228.82,115.93,0,0,0.5886
82,7,L_Hip,925.39,734.21,2,806.09,360.54,392.25,115.93,0,0,0.5886
82,8,R_Knee,920.08,911.36,2,966.29,477.84,435.98,115.93,0,0,0.5886
82,9,L_Knee,852.65,611.81,2,812.6,481.92,135.92,115.93,0,0,0.5886
82,10,R_Ankle,855.85,732.6,2,983.69,564.38,211.29,115.93,0,0,0.5886
82,11,L_Ankle,854.16,909.51,2,850.5,571.27,338.26,115.93,0,0,0.5886
83,0,R_Shoulder,806.48,358.38,2,869.47,259.82,116.97,115.79,0,0,0.5867
83,1,L_Shoulder,806.63,500.99,2,862.37,260.6,246.76,115.79,0,0,0.5867
83,2,R_Elbow,851.96,586.92,2,897.04,269.59,320.51,115.79,0,0,0.5867
83,3,L_Elbow,943.12,384.15,2,849.22,270.28,147.59,115.79,0,0,0.5867
83,4,R_Wrist,972.12,509.93,2,894.02,289.27,234.07,115.79,0,0,0.5867
83,5,L_Wrist,979.54,578.72,2,878.1,289.81,306.2,115.79,0,0,0.5867
83,6,R_Hip,923.21,604.16,2,935.94,375.72,228.8,115.79,0,0,0.5867
83,7,L_Hip,925.38,734.18,2,806.14,360.57,392.18,115.79,0,0,0.5867
83,8,R_Knee,920.08,910.84,2,968.63,476.54,437,115.79,0,0,0.5867
83,9,L_Knee,852.75,611.32,2,811.35,481.45,136.31,115.79,0,0,0.5867
83,10,R_Ankle,855.39,731.97,2,988.4,563.77,214.44,115.79,0,0,0.5867
83,11,L_Ankle,854.16,909.51,2,850.23,571.11,338.42,115.79,0,0,0.5867
84,0,R_Shoulder,806.39,358.42,2,869.33,259.83,116.97,115.64,0,0,0.5853
84,1,L_Shoulder,806.53,500.69,2,862.26,260.61,246.47,115.64,0,0,0.5853
84,2,R_Elbow,851.5,586.92,2,897.17,269.61,320.58,115.64,0,0,0.5853
84,3,L_Elbow,942.85,384.15,2,849.14,270.28,147.47,115.64,0,0,0.5853
84,4,R_Wrist,971.59,510.33,2,893.87,289.28,234.32,115.64,0,0,0.5853
84,5,L_Wrist,978.89,579.44,2,877.9,289.82,306.73,115.64,0,0,0.5853
84,6,R_Hip,922.97,604.12,2,935.96,375.71,228.78,115.64,0,0,0.5853
84,7,L_Hip,925.37,734.14,2,806.18,360.65,392.05,115.64,0,0,0.5853
84,8,R_Knee,920.08,910.31,2,969.66,476.01,437.12,115.64,0,0,0.5853
84,9,L_Knee,852.85,610.82,2,810.3,481.95,135.72,115.64,0,0,0.5853
84,10,R_Ankle,854.93,731.35,2,990.47,563.19,215.98,115.64,0,0,0.5853
84,11,L_Ankle,854.16,909.51,2,849.72,571.16,338.38,115.64,0,0,0.5853
85,0,R_Shoulder,806.3,358.45,2,869.24,259.84,116.99,115.51,0,0,0.5838
85,1,L_Shoulder,806.44,500.39,2,862.16,260.62,246.16,115.51,0,0,0.5838
85,2,R_Elbow,851.04,586.92,2,897.14,269.6,320.65,115.51,0,0,0.5838
85,3,L_Elbow,942.59,384.15,2,849.03,270.24,147.4,115.51,0,0,0.5838
85,4,R_Wrist,971.07,510.72,2,893.72,289.29,234.55,115.51,0,0,0.5838
85,5,L_Wrist,978.23,580.16,2,877.74,289.83,307.23,115.51,0,0,0.5838
85,6,R_Hip,922.73,604.08,2,935.71,375.28,229.17,115.51,0,0,0.5838
85,7,L_Hip,925.36,734.11,2,806.25,360.67,391.98,115.51,0,0,0.5838
85,8,R_Knee,920.08,909.79,2,969.53,475.1,437.5,115.51,0,0,0.5838
85,9,L_Knee,852.95,610.33,2,808.91,482.57,135.14,115.51,0,0,0.5838
85,10,R_Ankle,854.91,732.32,2,991.16,563.09,217.26,115.51,0,0,0.5838
85,11,L_Ankle,854.16,909.51,2,848.96,571.5,338.05,115.51,0,0,0.5838
86,0,R_Shoulder,806.21,358.48,2,868.99,259.79,116.96,115.41,0,0,0.5827
86,1,L_Shoulder,806.34,500.09,2,862.02,260.55,245.93,115.41,0,0,0.5827
86,2,R_Elbow,850.58,586.92,2,897.06,269.56,320.74,115.41,0,0,0.5827
86,3,L_Elbow,942.33,384.15,2,848.97,270.19,147.32,115.41,0,0,0.5827
86,4,R_Wrist,970.54,511.11,2,893.65,289.27,234.78,115.41,0,0,0.5827
86,5,L_Wrist,977.57,580.88,2,877.49,289.82,307.79,115.41,0,0,0.5827
86,6,R_Hip,922.49,604.04,2,935.56,375.22,229.19,115.41,0,0,0.5827
86,7,L_Hip,925.36,734.08,2,806.29,360.68,391.92,115.41,0,0,0.5827
86,8,R_Knee,920.08,909.26,2,969.43,475.21,436.85,115.41,0,0,0.5827
86,9,L_Knee,853.05,609.84,2,808.49,483.11,134.34,115.41,0,0,0.5827
86,10,R_Ankle,854.89,733.3,2,991.92,563.23,218.4,115.41,0,0,0.5827
86,11,L_Ankle,854.16,909.51,2,846.13,571.55,338.05,115.41,0,0,0.5827
87,0,R_Shoulder,806.12,358.52,2,868.76,259.61,117.07,115.37,0,0,0.5818
87,1,L_Shoulder,806.24,499.79,2,861.9,260.38,245.8,115.37,0,0,0.5818
87,2,R_Elbow,850.12,586.92,2,896.99,269.25,321.11,115.37,0,0,0.5818
87,3,L_Elbow,942.07,384.15,2,848.89,270.1,147.27,115.37,0,0,0.5818
87,4,R_Wrist,970.02,511.51,2,893.58,289.05,235.23,115.37,0,0,0.5818
87,5,L_Wrist,976.92,581.61,2,877.46,289.67,308.42,115.37,0,0,0.5818
87,6,R_Hip,922.24,604,2,935.44,375.13,229.25,115.37,0,0,0.5818
87,7,L_Hip,925.35,734.05,2,806.36,360.71,391.84,115.37,0,0,0.5818
87,8,R_Knee,920.08,908.74,2,968.96,475.34,436.15,115.37,0,0,0.5818
87,9,L_Knee,853.15,609.35,2,808.46,484.2,132.89,115.37,0,0,0.5818
87,10,R_Ankle,854.87,734.28,2,991.54,563.38,218.83,115.37,0,0,0.5818
87,11,L_Ankle,854.16,909.51,2,844.61,571.9,337.74,115.37,0,0,0.5818
88,0,R_Shoulder,806.03,358.55,2,868.08,259.42,116.95,115.33,0,0,0.5815
88,1,L_Shoulder,806.14,499.49,2,861.47,260.15,245.65,115.33,0,0,0.5815
88,2,R_Elbow,849.66,586.92,2,896.94,269.02,321.39,115.33,0,0,0.5815
88,3,L_Elbow,941.8,384.15,2,848.73,269.92,147.35,115.33,0,0,0.5815
88,4,R_Wrist,969.49,511.9,2,893.22,288.82,235.75,115.33,0,0,0.5815
88,5,L_Wrist,976.26,582.33,2,876.75,289.45,309.32,115.33,0,0,0.5815
88,6,R_Hip,922,603.96,2,935.34,375.15,229.2,115.33,0,0,0.5815
88,7,L_Hip,925.34,734.02,2,806.36,360.73,391.8,115.33,0,0,0.5815
88,8,R_Knee,920.08,908.21,2,968.69,477.02,433.92,115.33,0,0,0.5815
88,9,L_Knee,853.24,608.86,2,808.33,485.07,131.68,115.33,0,0,0.5815
88,10,R_Ankle,854.84,733.29,2,990.48,564.89,216.24,115.33,0,0,0.5815
88,11,L_Ankle,854.16,909.51,2,843.83,571.98,337.69,115.33,0,0,0.5815
89,0,R_Shoulder,805.94,358.58,2,867.44,259.31,116.78,115.29,0,0,0.5814
89,1,L_Shoulder,806.04,499.19,2,861.04,260.01,245.42,115.29,0,0,0.5814
89,2,R_Elbow,849.2,586.92,2,896.89,268.96,321.52,115.29,0,0,0.5814
89,3,L_Elbow,941.54,384.15,2,848.6,269.76,147.38,115.29,0,0,0.5814
89,4,R_Wrist,968.97,512.29,2,892.67,288.76,236.2,115.29,0,0,0.5814
89,5,L_Wrist,975.61,583.05,2,875.68,289.37,310.22,115.29,0,0,0.5814
89,6,R_Hip,921.76,603.92,2,935.3,375.16,229.16,115.29,0,0,0.5814
89,7,L_Hip,925.33,733.99,2,806.37,360.71,391.78,115.29,0,0,0.5814
89,8,R_Knee,920.08,907.69,2,966.89,479.57,430.67,115.29,0,0,0.5814
89,9,L_Knee,853.34,608.36,2,808.03,485.43,131.02,115.29,0,0,0.5814
89,10,R_Ankle,854.82,732.3,2,990.16,567.84,212.99,115.29,0,0,0.5814
89,11,L_Ankle,854.16,909.51,2,843.44,571.99,337.69,115.29,0,0,0.5814
90,0,R_Shoulder,805.85,358.61,2,866.9,259.22,116.64,115.25,0,0,0.5813
90,1,L_Shoulder,805.94,498.9,2,860.63,259.88,245.2,115.25,0,0,0.5813
90,2,R_Elbow,848.74,586.92,2,896.87,268.92,321.62,115.25,0,0,0.5813
90,3,L_Elbow,941.28,384.15,2,848.37,269.54,147.54,115.25,0,0,0.5813
90,4,R_Wrist,968.44,512.69,2,892.1,288.73,236.61,115.25,0,0,0.5813
90,5,L_Wrist,974.95,583.77,2,874.63,289.34,311.05,115.25,0,0,0.5813
90,6,R_Hip,921.52,603.88,2,935.17,375.17,229.12,115.25,0,0,0.5813
90,7,L_Hip,925.32,733.96,2,806.35,360.66,391.8,115.25,0,0,0.5813
90,8,R_Knee,920.08,907.16,2,966.09,480.7,428.93,115.25,0,0,0.5813
90,9,L_Knee,853.44,607.87,2,807.4,485.58,130.67,115.25,0,0,0.5813
90,10,R_Ankle,854.8,731.31,2,988.33,570.76,208.82,115.25,0,0,0.5813
90,11,L_Ankle,854.16,909.51,2,843.47,572.02,337.65,115.25,0,0,0.5813
91,0,R_Shoulder,805.76,358.65,2,866.67,258.98,116.81,115.21,0,0,0.5805
91,1,L_Shoulder,805.84,498.6,2,860.46,259.59,245.17,115.21,0,0,0.5805
91,2,R_Elbow,848.28,586.92,2,896.83,268.83,321.78,115.21,0,0,0.5805
91,3,L_Elbow,941.02,384.15,2,848.24,269.2,147.72,115.21,0,0,0.5805
91,4,R_Wrist,967.92,513.08,2,891.88,288.59,237.02,115.21,0,0,0.5805
91,5,L_Wrist,974.29,584.49,2,874.15,289.14,311.87,115.21,0,0,0.5805
91,6,R_Hip,921.27,603.84,2,934.81,375.08,229.16,115.21,0,0,0.5805
91,7,L_Hip,925.32,733.93,2,806.34,360.51,391.92,115.21,0,0,0.5805
91,8,R_Knee,920.08,906.64,2,964.95,481.05,427.95,115.21,0,0,0.5805
91,9,L_Knee,853.54,607.38,2,806.5,485.6,130.55,115.21,0,0,0.5805
91,10,R_Ankle,854.78,730.32,2,986.74,571.55,206.45,115.21,0,0,0.5805
91,11,L_Ankle,854.16,909.51,2,843.39,571.61,338.07,115.21,0,0,0.5805
92,0,R_Shoulder,805.67,358.68,2,866.4,258.84,116.86,115.17,0,0,0.5798
92,1,L_Shoulder,805.74,498.3,2,860.24,259.42,245.02,115.17,0,0,0.5798
92,2,R_Elbow,847.82,586.92,2,896.8,268.75,321.92,115.17,0,0,0.5798
92,3,L_Elbow,940.75,384.15,2,848.08,268.89,147.9,115.17,0,0,0.5798
92,4,R_Wrist,967.39,514.13,2,891.53,288.49,238.05,115.17,0,0,0.5798
92,5,L_Wrist,973.64,585.21,2,873.48,289.03,312.66,115.17,0,0,0.5798
92,6,R_Hip,921.03,603.8,2,934.27,374.8,229.38,115.17,0,0,0.5798
92,7,L_Hip,925.31,733.9,2,806.26,360.35,392.07,115.17,0,0,0.5798
92,8,R_Knee,920.13,906.61,2,963.16,481.55,427.23,115.17,0,0,0.5798
92,9,L_Knee,853.64,606.89,2,806.19,485.61,130.23,115.17,0,0,0.5798
92,10,R_Ankle,854.76,729.33,2,983.89,572.76,202.95,115.17,0,0,0.5798
92,11,L_Ankle,854.16,909.51,2,843.39,571.3,338.39,115.17,0,0,0.5798
